sale_date,product_id,product_name,category,cost_price,unit_price,unit,day_of_week,is_weekend,month,day_of_month,year,festival,is_festival,days_to_next_festival,forecast_qty
2025-11-17,228,,Oil,172.0,187.0,pcs,0,0,11,17,2025,none,0,-1,3.6609122181677365
2025-11-11,229,,Oil,188.0,200.0,liter,1,0,11,11,2025,none,0,-1,3.5949974007669825
2025-11-12,229,,Oil,188.0,200.0,liter,2,0,11,12,2025,none,0,-1,3.1893759873586074
2025-11-13,229,,Oil,188.0,200.0,liter,3,0,11,13,2025,none,0,-1,2.7024578426613406
2025-11-14,229,,Oil,188.0,200.0,liter,4,1,11,14,2025,none,0,-1,2.4891680851978903
2025-11-15,229,,Oil,188.0,200.0,liter,5,1,11,15,2025,none,0,-1,3.1281644780609676
2025-11-16,229,,Oil,188.0,200.0,liter,6,0,11,16,2025,none,0,-1,3.1035650916191138
2025-11-17,229,,Oil,188.0,200.0,liter,0,0,11,17,2025,none,0,-1,4.063726520910043
2025-11-11,230,,Oil,178.0,190.0,liter,1,0,11,11,2025,none,0,-1,3.3642024499961707
2025-11-12,230,,Oil,178.0,190.0,liter,2,0,11,12,2025,none,0,-1,3.3642024499961707
2025-11-13,230,,Oil,178.0,190.0,liter,3,0,11,13,2025,none,0,-1,3.3642024499961707
2025-11-14,230,,Oil,178.0,190.0,liter,4,1,11,14,2025,none,0,-1,3.3642024499961707
2025-11-15,230,,Oil,178.0,190.0,liter,5,1,11,15,2025,none,0,-1,3.3642024499961707
2025-11-16,230,,Oil,178.0,190.0,liter,6,0,11,16,2025,none,0,-1,3.3642024499961707
2025-11-17,230,,Oil,178.0,190.0,liter,0,0,11,17,2025,none,0,-1,3.3642024499961707
2025-11-11,231,,Sugar,82.0,88.0,pcs,1,0,11,11,2025,none,0,-1,3.3739147299851555
2025-11-12,231,,Sugar,82.0,88.0,pcs,2,0,11,12,2025,none,0,-1,3.3739147299851555
2025-11-13,231,,Sugar,82.0,88.0,pcs,3,0,11,13,2025,none,0,-1,3.3739147299851555
2025-11-14,231,,Sugar,82.0,88.0,pcs,4,1,11,14,2025,none,0,-1,3.3739147299851555
2025-11-15,231,,Sugar,82.0,88.0,pcs,5,1,11,15,2025,none,0,-1,3.3739147299851555
2025-11-16,231,,Sugar,82.0,88.0,pcs,6,0,11,16,2025,none,0,-1,3.3739147299851555
2025-11-17,231,,Sugar,82.0,88.0,pcs,0,0,11,17,2025,none,0,-1,3.3739147299851555
2025-11-11,232,,Sugar,81.0,87.0,pcs,1,0,11,11,2025,none,0,-1,3.407588898337837
2025-11-12,232,,Sugar,81.0,87.0,pcs,2,0,11,12,2025,none,0,-1,3.407588898337837
2025-11-13,232,,Sugar,81.0,87.0,pcs,3,0,11,13,2025,none,0,-1,2.929661766121866
2025-11-14,232,,Sugar,81.0,87.0,pcs,4,1,11,14,2025,none,0,-1,2.929661766121866
2025-11-15,232,,Sugar,81.0,87.0,pcs,5,1,11,15,2025,none,0,-1,2.929661766121866
2025-11-16,232,,Sugar,81.0,87.0,pcs,6,0,11,16,2025,none,0,-1,2.929661766121866
2025-11-17,232,,Sugar,81.0,87.0,pcs,0,0,11,17,2025,none,0,-1,2.929661766121866
2025-11-11,233,,Sugar,83.0,89.0,pcs,1,0,11,11,2025,none,0,-1,3.3650947349505658
2025-11-12,233,,Sugar,83.0,89.0,pcs,2,0,11,12,2025,none,0,-1,3.3650947349505658
2025-11-13,233,,Sugar,83.0,89.0,pcs,3,0,11,13,2025,none,0,-1,3.662317486618646
2025-11-14,233,,Sugar,83.0,89.0,pcs,4,1,11,14,2025,none,0,-1,3.662317486618646
2025-11-15,233,,Sugar,83.0,89.0,pcs,5,1,11,15,2025,none,0,-1,3.662317486618646
2025-11-16,233,,Sugar,83.0,89.0,pcs,6,0,11,16,2025,none,0,-1,3.662317486618646
2025-11-17,233,,Sugar,83.0,89.0,pcs,0,0,11,17,2025,none,0,-1,3.3650947349505658
2025-11-11,234,,Sugar,82.0,88.0,pcs,1,0,11,11,2025,none,0,-1,3.6930335107514045
2025-11-12,234,,Sugar,82.0,88.0,pcs,2,0,11,12,2025,none,0,-1,3.6579685758477374
2025-11-13,234,,Sugar,82.0,88.0,pcs,3,0,11,13,2025,none,0,-1,3.6579685758477374
2025-11-14,234,,Sugar,82.0,88.0,pcs,4,1,11,14,2025,none,0,-1,3.6308154652259463
2025-11-15,234,,Sugar,82.0,88.0,pcs,5,1,11,15,2025,none,0,-1,3.6308154652259463
2025-11-16,234,,Sugar,82.0,88.0,pcs,6,0,11,16,2025,none,0,-1,3.6308154652259463
2025-11-17,234,,Sugar,82.0,88.0,pcs,0,0,11,17,2025,none,0,-1,3.6930335107514045
2025-11-11,235,,Sugar,68.0,75.0,pcs,1,0,11,11,2025,none,0,-1,3.9597202271736163
2025-11-12,235,,Sugar,68.0,75.0,pcs,2,0,11,12,2025,none,0,-1,3.9597202271736163
2025-11-13,235,,Sugar,68.0,75.0,pcs,3,0,11,13,2025,none,0,-1,3.9597202271736163
2025-11-14,235,,Sugar,68.0,75.0,pcs,4,1,11,14,2025,none,0,-1,3.9597202271736163
2025-11-15,235,,Sugar,68.0,75.0,pcs,5,1,11,15,2025,none,0,-1,3.9597202271736163
2025-11-16,235,,Sugar,68.0,75.0,pcs,6,0,11,16,2025,none,0,-1,3.9597202271736163
2025-11-17,235,,Sugar,68.0,75.0,pcs,0,0,11,17,2025,none,0,-1,3.9597202271736163
2025-11-11,236,,Sugar,80.0,86.0,kg,1,0,11,11,2025,none,0,-1,3.6294047615357807
2025-11-12,236,,Sugar,80.0,86.0,kg,2,0,11,12,2025,none,0,-1,3.6294047615357807
2025-11-13,236,,Sugar,80.0,86.0,kg,3,0,11,13,2025,none,0,-1,3.6294047615357807
2025-11-14,236,,Sugar,80.0,86.0,kg,4,1,11,14,2025,none,0,-1,3.6294047615357807
2025-11-15,236,,Sugar,80.0,86.0,kg,5,1,11,15,2025,none,0,-1,3.6294047615357807
2025-11-16,236,,Sugar,80.0,86.0,kg,6,0,11,16,2025,none,0,-1,3.6294047615357807
2025-11-17,236,,Sugar,80.0,86.0,kg,0,0,11,17,2025,none,0,-1,3.6294047615357807
2025-11-11,237,,Sugar,52.0,58.0,pcs,1,0,11,11,2025,none,0,-1,4.179216499408922
2025-11-12,237,,Sugar,52.0,58.0,pcs,2,0,11,12,2025,none,0,-1,4.179216499408922
2025-11-13,237,,Sugar,52.0,58.0,pcs,3,0,11,13,2025,none,0,-1,3.7187948431862092
2025-11-14,237,,Sugar,52.0,58.0,pcs,4,1,11,14,2025,none,0,-1,3.7136800378110895
2025-11-15,237,,Sugar,52.0,58.0,pcs,5,1,11,15,2025,none,0,-1,4.186678295218189
2025-11-16,237,,Sugar,52.0,58.0,pcs,6,0,11,16,2025,none,0,-1,4.186678295218189
2025-11-17,237,,Sugar,52.0,58.0,pcs,0,0,11,17,2025,none,0,-1,4.2928036555832225
2025-11-11,238,,Sugar,48.0,55.0,pcs,1,0,11,11,2025,none,0,-1,3.29519243720779
2025-11-12,238,,Sugar,48.0,55.0,pcs,2,0,11,12,2025,none,0,-1,3.2735973177081186
2025-11-13,238,,Sugar,48.0,55.0,pcs,3,0,11,13,2025,none,0,-1,3.3588529157140425
2025-11-14,238,,Sugar,48.0,55.0,pcs,4,1,11,14,2025,none,0,-1,3.2773452670825143
2025-11-15,238,,Sugar,48.0,55.0,pcs,5,1,11,15,2025,none,0,-1,3.202400375434195
2025-11-16,238,,Sugar,48.0,55.0,pcs,6,0,11,16,2025,none,0,-1,3.202400375434195
2025-11-17,238,,Sugar,48.0,55.0,pcs,0,0,11,17,2025,none,0,-1,3.366967748761197
2025-11-11,239,,Sugar,125.0,138.0,pcs,1,0,11,11,2025,none,0,-1,3.37022070842192
2025-11-12,239,,Sugar,125.0,138.0,pcs,2,0,11,12,2025,none,0,-1,3.37022070842192
2025-11-13,239,,Sugar,125.0,138.0,pcs,3,0,11,13,2025,none,0,-1,3.37022070842192
2025-11-14,239,,Sugar,125.0,138.0,pcs,4,1,11,14,2025,none,0,-1,3.37022070842192
2025-11-15,239,,Sugar,125.0,138.0,pcs,5,1,11,15,2025,none,0,-1,3.37022070842192
2025-11-16,239,,Sugar,125.0,138.0,pcs,6,0,11,16,2025,none,0,-1,3.37022070842192
2025-11-17,239,,Sugar,125.0,138.0,pcs,0,0,11,17,2025,none,0,-1,3.37022070842192
2025-11-11,240,,Eggs,132.0,141.0,dozen,1,0,11,11,2025,none,0,-1,3.5131286548592193
2025-11-12,240,,Eggs,132.0,141.0,dozen,2,0,11,12,2025,none,0,-1,3.5131286548592193
2025-11-13,240,,Eggs,132.0,141.0,dozen,3,0,11,13,2025,none,0,-1,3.5131286548592193
2025-11-14,240,,Eggs,132.0,141.0,dozen,4,1,11,14,2025,none,0,-1,3.5131286548592193
2025-11-15,240,,Eggs,132.0,141.0,dozen,5,1,11,15,2025,none,0,-1,3.5131286548592193
2025-11-16,240,,Eggs,132.0,141.0,dozen,6,0,11,16,2025,none,0,-1,3.5131286548592193
2025-11-17,240,,Eggs,132.0,141.0,dozen,0,0,11,17,2025,none,0,-1,3.5131286548592193
2025-11-11,241,,Eggs,145.0,155.0,dozen,1,0,11,11,2025,none,0,-1,3.497411405122689
2025-11-12,241,,Eggs,145.0,155.0,dozen,2,0,11,12,2025,none,0,-1,3.497411405122689
2025-11-13,241,,Eggs,145.0,155.0,dozen,3,0,11,13,2025,none,0,-1,3.497411405122689
2025-11-14,241,,Eggs,145.0,155.0,dozen,4,1,11,14,2025,none,0,-1,3.480357141154153
2025-11-15,241,,Eggs,145.0,155.0,dozen,5,1,11,15,2025,none,0,-1,3.480357141154153
2025-11-16,241,,Eggs,145.0,155.0,dozen,6,0,11,16,2025,none,0,-1,3.480357141154153
2025-11-17,241,,Eggs,145.0,155.0,dozen,0,0,11,17,2025,none,0,-1,3.480357141154153
2025-11-11,242,,Eggs,138.0,148.0,dozen,1,0,11,11,2025,none,0,-1,3.485669012120072
2025-11-12,242,,Eggs,138.0,148.0,dozen,2,0,11,12,2025,none,0,-1,3.4589382441272454
2025-11-13,242,,Eggs,138.0,148.0,dozen,3,0,11,13,2025,none,0,-1,3.4589382441272454
2025-11-14,242,,Eggs,138.0,148.0,dozen,4,1,11,14,2025,none,0,-1,3.4589382441272454
2025-11-15,242,,Eggs,138.0,148.0,dozen,5,1,11,15,2025,none,0,-1,3.4589382441272454
2025-11-16,242,,Eggs,138.0,148.0,dozen,6,0,11,16,2025,none,0,-1,3.4589382441272454
2025-11-17,242,,Eggs,138.0,148.0,dozen,0,0,11,17,2025,none,0,-1,3.4589382441272454
2025-11-11,243,,Eggs,135.0,145.0,dozen,1,0,11,11,2025,none,0,-1,3.480769230769231
2025-11-12,243,,Eggs,135.0,145.0,dozen,2,0,11,12,2025,none,0,-1,3.480769230769231
2025-11-13,243,,Eggs,135.0,145.0,dozen,3,0,11,13,2025,none,0,-1,3.480769230769231
2025-11-14,243,,Eggs,135.0,145.0,dozen,4,1,11,14,2025,none,0,-1,3.480769230769231
2025-11-15,243,,Eggs,135.0,145.0,dozen,5,1,11,15,2025,none,0,-1,3.480769230769231
2025-11-16,243,,Eggs,135.0,145.0,dozen,6,0,11,16,2025,none,0,-1,3.480769230769231
2025-11-17,243,,Eggs,135.0,145.0,dozen,0,0,11,17,2025,none,0,-1,3.480769230769231
2025-11-11,244,,Eggs,158.0,170.0,dozen,1,0,11,11,2025,none,0,-1,3.587354308985052
2025-11-12,244,,Eggs,158.0,170.0,dozen,2,0,11,12,2025,none,0,-1,3.546575090024934
2025-11-13,244,,Eggs,158.0,170.0,dozen,3,0,11,13,2025,none,0,-1,3.546575090024934
2025-11-14,244,,Eggs,158.0,170.0,dozen,4,1,11,14,2025,none,0,-1,3.546575090024934
2025-11-15,244,,Eggs,158.0,170.0,dozen,5,1,11,15,2025,none,0,-1,3.546575090024934
2025-11-16,244,,Eggs,158.0,170.0,dozen,6,0,11,16,2025,none,0,-1,3.546575090024934
2025-11-17,244,,Eggs,158.0,170.0,dozen,0,0,11,17,2025,none,0,-1,3.587354308985052
2025-11-11,245,,Eggs,165.0,180.0,dozen,1,0,11,11,2025,none,0,-1,3.4262944841523266
2025-11-12,245,,Eggs,165.0,180.0,dozen,2,0,11,12,2025,none,0,-1,3.4262944841523266
2025-11-13,245,,Eggs,165.0,180.0,dozen,3,0,11,13,2025,none,0,-1,2.928343918172607
2025-11-14,245,,Eggs,165.0,180.0,dozen,4,1,11,14,2025,none,0,-1,2.928343918172607
2025-11-15,245,,Eggs,165.0,180.0,dozen,5,1,11,15,2025,none,0,-1,2.928343918172607
2025-11-16,245,,Eggs,165.0,180.0,dozen,6,0,11,16,2025,none,0,-1,2.928343918172607
2025-11-17,245,,Eggs,165.0,180.0,dozen,0,0,11,17,2025,none,0,-1,3.4262944841523266
2025-11-11,246,,Meat,295.0,310.0,kg,1,0,11,11,2025,none,0,-1,3.3109971628204335
2025-11-12,246,,Meat,295.0,310.0,kg,2,0,11,12,2025,none,0,-1,2.5254762675432554
2025-11-13,246,,Meat,295.0,310.0,kg,3,0,11,13,2025,none,0,-1,3.679184695299986
2025-11-14,246,,Meat,295.0,310.0,kg,4,1,11,14,2025,none,0,-1,4.255355885002525
2025-11-15,246,,Meat,295.0,310.0,kg,5,1,11,15,2025,none,0,-1,4.1662925349125635
2025-11-16,246,,Meat,295.0,310.0,kg,6,0,11,16,2025,none,0,-1,4.1662925349125635
2025-11-17,246,,Meat,295.0,310.0,kg,0,0,11,17,2025,none,0,-1,3.6155806526274477
2025-11-11,247,,Meat,485.0,520.0,kg,1,0,11,11,2025,none,0,-1,3.4878858042409484
2025-11-12,247,,Meat,485.0,520.0,kg,2,0,11,12,2025,none,0,-1,3.4878858042409484
2025-11-13,247,,Meat,485.0,520.0,kg,3,0,11,13,2025,none,0,-1,3.4878858042409484
2025-11-14,247,,Meat,485.0,520.0,kg,4,1,11,14,2025,none,0,-1,3.4652896501583816
2025-11-15,247,,Meat,485.0,520.0,kg,5,1,11,15,2025,none,0,-1,3.4652896501583816
2025-11-16,247,,Meat,485.0,520.0,kg,6,0,11,16,2025,none,0,-1,3.4652896501583816
2025-11-17,247,,Meat,485.0,520.0,kg,0,0,11,17,2025,none,0,-1,3.4878858042409484
2025-11-11,248,,Meat,720.0,750.0,kg,1,0,11,11,2025,none,0,-1,3.2451344441684506
2025-11-12,248,,Meat,720.0,750.0,kg,2,0,11,12,2025,none,0,-1,3.2922253522352434
2025-11-13,248,,Meat,720.0,750.0,kg,3,0,11,13,2025,none,0,-1,3.2922253522352434
2025-11-14,248,,Meat,720.0,750.0,kg,4,1,11,14,2025,none,0,-1,3.262558686937
2025-11-15,248,,Meat,720.0,750.0,kg,5,1,11,15,2025,none,0,-1,3.262558686937
2025-11-16,248,,Meat,720.0,750.0,kg,6,0,11,16,2025,none,0,-1,3.262558686937
2025-11-17,248,,Meat,720.0,750.0,kg,0,0,11,17,2025,none,0,-1,3.2451344441684506
2025-11-11,249,,Meat,1050.0,1100.0,kg,1,0,11,11,2025,none,0,-1,3.835432145972677
2025-11-12,249,,Meat,1050.0,1100.0,kg,2,0,11,12,2025,none,0,-1,3.835432145972677
2025-11-13,249,,Meat,1050.0,1100.0,kg,3,0,11,13,2025,none,0,-1,3.835432145972677
2025-11-14,249,,Meat,1050.0,1100.0,kg,4,1,11,14,2025,none,0,-1,3.835432145972677
2025-11-15,249,,Meat,1050.0,1100.0,kg,5,1,11,15,2025,none,0,-1,3.5445659317445015
2025-11-16,249,,Meat,1050.0,1100.0,kg,6,0,11,16,2025,none,0,-1,3.5445659317445015
2025-11-17,249,,Meat,1050.0,1100.0,kg,0,0,11,17,2025,none,0,-1,3.835432145972677
2025-11-11,250,,Fish,1200.0,1250.0,kg,1,0,11,11,2025,none,0,-1,3.498045975058928
2025-11-12,250,,Fish,1200.0,1250.0,kg,2,0,11,12,2025,none,0,-1,3.498045975058928
2025-11-13,250,,Fish,1200.0,1250.0,kg,3,0,11,13,2025,none,0,-1,3.498045975058928
2025-11-14,250,,Fish,1200.0,1250.0,kg,4,1,11,14,2025,none,0,-1,3.498045975058928
2025-11-15,250,,Fish,1200.0,1250.0,kg,5,1,11,15,2025,none,0,-1,3.498045975058928
2025-11-16,250,,Fish,1200.0,1250.0,kg,6,0,11,16,2025,none,0,-1,3.498045975058928
2025-11-17,250,,Fish,1200.0,1250.0,kg,0,0,11,17,2025,none,0,-1,3.498045975058928
2025-11-11,251,,Fish,370.0,385.0,kg,1,0,11,11,2025,none,0,-1,3.5402377348597502
2025-11-12,251,,Fish,370.0,385.0,kg,2,0,11,12,2025,none,0,-1,3.5402377348597502
2025-11-13,251,,Fish,370.0,385.0,kg,3,0,11,13,2025,none,0,-1,3.2700431284153773
2025-11-14,251,,Fish,370.0,385.0,kg,4,1,11,14,2025,none,0,-1,3.5996989150800376
2025-11-15,251,,Fish,370.0,385.0,kg,5,1,11,15,2025,none,0,-1,3.5996989150800376
2025-11-16,251,,Fish,370.0,385.0,kg,6,0,11,16,2025,none,0,-1,3.2551846694434623
2025-11-17,251,,Fish,370.0,385.0,kg,0,0,11,17,2025,none,0,-1,3.4682686247181724
2025-11-11,252,,Fish,345.0,360.0,kg,1,0,11,11,2025,none,0,-1,3.2818274129074148
2025-11-12,252,,Fish,345.0,360.0,kg,2,0,11,12,2025,none,0,-1,4.01523784769162
2025-11-13,252,,Fish,345.0,360.0,kg,3,0,11,13,2025,none,0,-1,3.9303618712275723
2025-11-14,252,,Fish,345.0,360.0,kg,4,1,11,14,2025,none,0,-1,4.249621490668592
2025-11-15,252,,Fish,345.0,360.0,kg,5,1,11,15,2025,none,0,-1,3.493178118512959
2025-11-16,252,,Fish,345.0,360.0,kg,6,0,11,16,2025,none,0,-1,3.0993869685098447
2025-11-17,252,,Fish,345.0,360.0,kg,0,0,11,17,2025,none,0,-1,3.867138370067436
2025-11-11,253,,Fish,225.0,240.0,kg,1,0,11,11,2025,none,0,-1,3.5786469322304395
2025-11-12,253,,Fish,225.0,240.0,kg,2,0,11,12,2025,none,0,-1,3.6512545882889516
2025-11-13,253,,Fish,225.0,240.0,kg,3,0,11,13,2025,none,0,-1,3.6512545882889516
2025-11-14,253,,Fish,225.0,240.0,kg,4,1,11,14,2025,none,0,-1,3.5970035758475927
2025-11-15,253,,Fish,225.0,240.0,kg,5,1,11,15,2025,none,0,-1,3.5970035758475927
2025-11-16,253,,Fish,225.0,240.0,kg,6,0,11,16,2025,none,0,-1,3.6512545882889516
2025-11-17,253,,Fish,225.0,240.0,kg,0,0,11,17,2025,none,0,-1,3.5786469322304395
2025-11-11,254,,Fish,625.0,660.0,kg,1,0,11,11,2025,none,0,-1,3.476916201437786
2025-11-12,254,,Fish,625.0,660.0,kg,2,0,11,12,2025,none,0,-1,3.476916201437786
2025-11-13,254,,Fish,625.0,660.0,kg,3,0,11,13,2025,none,0,-1,3.476916201437786
2025-11-14,254,,Fish,625.0,660.0,kg,4,1,11,14,2025,none,0,-1,3.476916201437786
2025-11-15,254,,Fish,625.0,660.0,kg,5,1,11,15,2025,none,0,-1,3.536922376535751
2025-11-16,254,,Fish,625.0,660.0,kg,6,0,11,16,2025,none,0,-1,3.536922376535751
2025-11-17,254,,Fish,625.0,660.0,kg,0,0,11,17,2025,none,0,-1,3.5053790704889614
2025-11-11,255,,Fish,1850.0,1950.0,kg,1,0,11,11,2025,none,0,-1,3.8939363423580744
2025-11-12,255,,Fish,1850.0,1950.0,kg,2,0,11,12,2025,none,0,-1,4.055586791283446
2025-11-13,255,,Fish,1850.0,1950.0,kg,3,0,11,13,2025,none,0,-1,3.3378736940328597
2025-11-14,255,,Fish,1850.0,1950.0,kg,4,1,11,14,2025,none,0,-1,3.382071125750631
2025-11-15,255,,Fish,1850.0,1950.0,kg,5,1,11,15,2025,none,0,-1,3.454373895909706
2025-11-16,255,,Fish,1850.0,1950.0,kg,6,0,11,16,2025,none,0,-1,3.454373895909706
2025-11-17,255,,Fish,1850.0,1950.0,kg,0,0,11,17,2025,none,0,-1,4.0351933710075665
2025-11-11,256,,Fish,285.0,310.0,kg,1,0,11,11,2025,none,0,-1,3.5082063478577696
2025-11-12,256,,Fish,285.0,310.0,kg,2,0,11,12,2025,none,0,-1,3.5082063478577696
2025-11-13,256,,Fish,285.0,310.0,kg,3,0,11,13,2025,none,0,-1,3.5082063478577696
2025-11-14,256,,Fish,285.0,310.0,kg,4,1,11,14,2025,none,0,-1,3.5082063478577696
2025-11-15,256,,Fish,285.0,310.0,kg,5,1,11,15,2025,none,0,-1,3.5082063478577696
2025-11-16,256,,Fish,285.0,310.0,kg,6,0,11,16,2025,none,0,-1,3.5082063478577696
2025-11-17,256,,Fish,285.0,310.0,kg,0,0,11,17,2025,none,0,-1,3.5082063478577696
2025-11-11,257,,Vegetables,38.0,41.0,kg,1,0,11,11,2025,none,0,-1,3.742142857824053
2025-11-12,257,,Vegetables,38.0,41.0,kg,2,0,11,12,2025,none,0,-1,3.742142857824053
2025-11-13,257,,Vegetables,38.0,41.0,kg,3,0,11,13,2025,none,0,-1,3.742142857824053
2025-11-14,257,,Vegetables,38.0,41.0,kg,4,1,11,14,2025,none,0,-1,3.742142857824053
2025-11-15,257,,Vegetables,38.0,41.0,kg,5,1,11,15,2025,none,0,-1,3.742142857824053
2025-11-16,257,,Vegetables,38.0,41.0,kg,6,0,11,16,2025,none,0,-1,3.742142857824053
2025-11-17,257,,Vegetables,38.0,41.0,kg,0,0,11,17,2025,none,0,-1,3.742142857824053
2025-11-11,258,,Vegetables,62.0,66.0,kg,1,0,11,11,2025,none,0,-1,3.6140520112855095
2025-11-12,258,,Vegetables,62.0,66.0,kg,2,0,11,12,2025,none,0,-1,3.6140520112855095
2025-11-13,258,,Vegetables,62.0,66.0,kg,3,0,11,13,2025,none,0,-1,3.6140520112855095
2025-11-14,258,,Vegetables,62.0,66.0,kg,4,1,11,14,2025,none,0,-1,3.6140520112855095
2025-11-15,258,,Vegetables,62.0,66.0,kg,5,1,11,15,2025,none,0,-1,3.6140520112855095
2025-11-16,258,,Vegetables,62.0,66.0,kg,6,0,11,16,2025,none,0,-1,3.6140520112855095
2025-11-17,258,,Vegetables,62.0,66.0,kg,0,0,11,17,2025,none,0,-1,3.6140520112855095
2025-11-11,259,,Vegetables,172.0,180.0,kg,1,0,11,11,2025,none,0,-1,3.520025575824101
2025-11-12,259,,Vegetables,172.0,180.0,kg,2,0,11,12,2025,none,0,-1,3.520025575824101
2025-11-13,259,,Vegetables,172.0,180.0,kg,3,0,11,13,2025,none,0,-1,3.532505447393149
2025-11-14,259,,Vegetables,172.0,180.0,kg,4,1,11,14,2025,none,0,-1,3.532505447393149
2025-11-15,259,,Vegetables,172.0,180.0,kg,5,1,11,15,2025,none,0,-1,3.532505447393149
2025-11-16,259,,Vegetables,172.0,180.0,kg,6,0,11,16,2025,none,0,-1,3.532505447393149
2025-11-17,259,,Vegetables,172.0,180.0,kg,0,0,11,17,2025,none,0,-1,3.520025575824101
2025-11-11,260,,Vegetables,210.0,220.0,kg,1,0,11,11,2025,none,0,-1,3.594108461178638
2025-11-12,260,,Vegetables,210.0,220.0,kg,2,0,11,12,2025,none,0,-1,3.594108461178638
2025-11-13,260,,Vegetables,210.0,220.0,kg,3,0,11,13,2025,none,0,-1,3.594108461178638
2025-11-14,260,,Vegetables,210.0,220.0,kg,4,1,11,14,2025,none,0,-1,3.594108461178638
2025-11-15,260,,Vegetables,210.0,220.0,kg,5,1,11,15,2025,none,0,-1,3.594108461178638
2025-11-16,260,,Vegetables,210.0,220.0,kg,6,0,11,16,2025,none,0,-1,3.838101877460853
2025-11-17,260,,Vegetables,210.0,220.0,kg,0,0,11,17,2025,none,0,-1,3.838101877460853
2025-11-11,261,,Vegetables,115.0,120.0,kg,1,0,11,11,2025,none,0,-1,3.1144736852300796
2025-11-12,261,,Vegetables,115.0,120.0,kg,2,0,11,12,2025,none,0,-1,3.1144736852300796
2025-11-13,261,,Vegetables,115.0,120.0,kg,3,0,11,13,2025,none,0,-1,3.1144736852300796
2025-11-14,261,,Vegetables,115.0,120.0,kg,4,1,11,14,2025,none,0,-1,3.1144736852300796
2025-11-15,261,,Vegetables,115.0,120.0,kg,5,1,11,15,2025,none,0,-1,3.1144736852300796
2025-11-16,261,,Vegetables,115.0,120.0,kg,6,0,11,16,2025,none,0,-1,3.148684211624296
2025-11-17,261,,Vegetables,115.0,120.0,kg,0,0,11,17,2025,none,0,-1,3.148684211624296
2025-11-11,262,,Vegetables,80.0,85.0,kg,1,0,11,11,2025,none,0,-1,3.141394972645877
2025-11-12,262,,Vegetables,80.0,85.0,kg,2,0,11,12,2025,none,0,-1,3.141394972645877
2025-11-13,262,,Vegetables,80.0,85.0,kg,3,0,11,13,2025,none,0,-1,3.141394972645877
2025-11-14,262,,Vegetables,80.0,85.0,kg,4,1,11,14,2025,none,0,-1,3.2567564725598426
2025-11-15,262,,Vegetables,80.0,85.0,kg,5,1,11,15,2025,none,0,-1,3.2567564725598426
2025-11-16,262,,Vegetables,80.0,85.0,kg,6,0,11,16,2025,none,0,-1,3.2567564725598426
2025-11-17,262,,Vegetables,80.0,85.0,kg,0,0,11,17,2025,none,0,-1,3.2567564725598426
2025-11-11,263,,Vegetables,52.0,55.0,kg,1,0,11,11,2025,none,0,-1,3.413818503801639
2025-11-12,263,,Vegetables,52.0,55.0,kg,2,0,11,12,2025,none,0,-1,3.413818503801639
2025-11-13,263,,Vegetables,52.0,55.0,kg,3,0,11,13,2025,none,0,-1,3.413818503801639
2025-11-14,263,,Vegetables,52.0,55.0,kg,4,1,11,14,2025,none,0,-1,3.413818503801639
2025-11-15,263,,Vegetables,52.0,55.0,kg,5,1,11,15,2025,none,0,-1,3.413818503801639
2025-11-16,263,,Vegetables,52.0,55.0,kg,6,0,11,16,2025,none,0,-1,3.413818503801639
2025-11-17,263,,Vegetables,52.0,55.0,kg,0,0,11,17,2025,none,0,-1,3.413818503801639
2025-11-11,264,,Vegetables,64.0,68.0,kg,1,0,11,11,2025,none,0,-1,3.452405795848024
2025-11-12,264,,Vegetables,64.0,68.0,kg,2,0,11,12,2025,none,0,-1,3.452405795848024
2025-11-13,264,,Vegetables,64.0,68.0,kg,3,0,11,13,2025,none,0,-1,3.452405795848024
2025-11-14,264,,Vegetables,64.0,68.0,kg,4,1,11,14,2025,none,0,-1,3.452405795848024
2025-11-15,264,,Vegetables,64.0,68.0,kg,5,1,11,15,2025,none,0,-1,3.452405795848024
2025-11-16,264,,Vegetables,64.0,68.0,kg,6,0,11,16,2025,none,0,-1,3.452405795848024
2025-11-17,264,,Vegetables,64.0,68.0,kg,0,0,11,17,2025,none,0,-1,3.452405795848024
2025-11-11,265,,Vegetables,44.0,48.0,kg,1,0,11,11,2025,none,0,-1,3.495346321365534
2025-11-12,265,,Vegetables,44.0,48.0,kg,2,0,11,12,2025,none,0,-1,3.495346321365534
2025-11-13,265,,Vegetables,44.0,48.0,kg,3,0,11,13,2025,none,0,-1,3.495346321365534
2025-11-14,265,,Vegetables,44.0,48.0,kg,4,1,11,14,2025,none,0,-1,3.495346321365534
2025-11-15,265,,Vegetables,44.0,48.0,kg,5,1,11,15,2025,none,0,-1,3.495346321365534
2025-11-16,265,,Vegetables,44.0,48.0,kg,6,0,11,16,2025,none,0,-1,3.495346321365534
2025-11-17,265,,Vegetables,44.0,48.0,kg,0,0,11,17,2025,none,0,-1,3.495346321365534
2025-11-11,266,,Vegetables,36.0,40.0,kg,1,0,11,11,2025,none,0,-1,2.481638118519723
2025-11-12,266,,Vegetables,36.0,40.0,kg,2,0,11,12,2025,none,0,-1,2.481638118519723
2025-11-13,266,,Vegetables,36.0,40.0,kg,3,0,11,13,2025,none,0,-1,2.481638118519723
