sale_date,product_id,product_name,category,quantity,cost_price,unit_price,profit,subtotal,unit,day_of_week,is_weekend,month,day_of_month,year,festival,is_festival,days_to_next_festival
2025-05-27,247,Desi Chicken (Country),Meat,2,485.0,520.0,70.0,1040.0,kg,1,0,5,27,2025,none,0,11
2025-05-27,367,Maggi Masala-ae-Magic 6g Sachet,Condiments,2,5.0,6.0,2.0,12.0,pcs,1,0,5,27,2025,none,0,11
2025-05-27,212,Suji Loose,Flour,6,92.0,105.0,78.0,630.0,kg,1,0,5,27,2025,none,0,11
2025-05-27,254,Shrimp (Chingri) Frozen,Fish,2,625.0,660.0,70.0,1320.0,kg,1,0,5,27,2025,none,0,11
2025-05-27,297,Cumin Seeds (Jeera) 100g Pack,Spices,5,92.0,102.0,50.0,510.0,pcs,1,0,5,27,2025,none,0,11
2025-05-27,210,Brown Atta (Whole Wheat) Loose,Flour,6,82.0,90.0,48.0,540.0,kg,1,0,5,27,2025,none,0,11
2025-05-27,216,Teer Soyabean Oil 1L Bottle,Oil,4,175.0,189.0,56.0,756.0,pcs,1,0,5,27,2025,none,0,11
2025-05-27,255,Ilish (Hilsa) Dried,Fish,6,1850.0,1950.0,600.0,11700.0,kg,1,0,5,27,2025,none,0,11
2025-05-27,328,Fresh Drinking Water 1L,Beverages,4,18.0,20.0,8.0,80.0,pcs,1,0,5,27,2025,none,0,11
2025-05-28,243,CP Eggs (Dozen),Eggs,3,135.0,145.0,30.0,435.0,dozen,2,0,5,28,2025,none,0,10
2025-05-28,245,Duck Eggs (Dozen),Eggs,2,165.0,180.0,30.0,360.0,dozen,2,0,5,28,2025,none,0,10
2025-05-28,252,Katla Fish Frozen,Fish,3,345.0,360.0,45.0,1080.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,360,Radhuni BBQ Sauce 340g Bottle,Condiments,3,125.0,135.0,30.0,405.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,229,Teer Mustard Oil Loose,Oil,5,188.0,200.0,60.0,1000.0,liter,2,0,5,28,2025,none,0,10
2025-05-28,225,Radhuni Mustard Oil 500ml Bottle,Oil,2,91.0,98.0,14.0,196.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,366,Radhuni Chaat Masala 50g Pack,Condiments,3,58.0,65.0,21.0,195.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,297,Cumin Seeds (Jeera) 100g Pack,Spices,2,92.0,102.0,20.0,204.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,247,Desi Chicken (Country),Meat,1,485.0,520.0,35.0,520.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,260,Ginger Loose,Vegetables,5,210.0,220.0,50.0,1100.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,212,Suji Loose,Flour,4,92.0,105.0,52.0,420.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,231,Pran Sugar 1kg Pack,Sugar,4,82.0,88.0,24.0,352.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,260,Ginger Loose,Vegetables,6,210.0,220.0,60.0,1320.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,347,Sandwich Bread 350g Loaf,Bakery,2,47.0,52.0,10.0,104.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,225,Radhuni Mustard Oil 500ml Bottle,Oil,5,91.0,98.0,35.0,490.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,307,Olympic Biscuit 300g Pack,Snacks,5,55.0,62.0,35.0,310.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,290,Radhuni Salt 1kg Pack,Spices,6,32.0,35.0,18.0,210.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,218,Teer Soyabean Oil 5L Bottle,Oil,4,875.0,945.0,280.0,3780.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,353,Fresh Vermicelli 200g Pack,Noodles,1,48.0,52.0,4.0,52.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,231,Pran Sugar 1kg Pack,Sugar,4,82.0,88.0,24.0,352.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,197,Atap Rice (Brown) Loose,Rice,5,80.0,88.0,40.0,440.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,373,Motor Dal (Peas) Loose,Pulses,6,108.0,118.0,60.0,708.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,314,Pran Mango Juice 250ml Bottle,Beverages,6,31.0,35.0,24.0,210.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,365,Pran Fried Onion 200g Pack,Condiments,4,135.0,145.0,40.0,580.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,264,Bitter Gourd (Korola) Loose,Vegetables,6,64.0,68.0,24.0,408.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,197,Atap Rice (Brown) Loose,Rice,3,80.0,88.0,24.0,264.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,290,Radhuni Salt 1kg Pack,Spices,5,32.0,35.0,15.0,175.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,357,Indomie Noodles 5-Pack,Noodles,6,92.0,102.0,60.0,612.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,365,Pran Fried Onion 200g Pack,Condiments,4,135.0,145.0,40.0,580.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,330,Milk Vita 500ml Pack,Dairy,3,52.0,56.0,12.0,168.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,263,Eggplant (Begun) Loose,Vegetables,1,52.0,55.0,3.0,55.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,197,Atap Rice (Brown) Loose,Rice,2,80.0,88.0,16.0,176.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,260,Ginger Loose,Vegetables,3,210.0,220.0,30.0,660.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,241,Farm Fresh Eggs Brown (Dozen),Eggs,4,145.0,155.0,40.0,620.0,dozen,2,0,5,28,2025,none,0,10
2025-05-28,255,Ilish (Hilsa) Dried,Fish,5,1850.0,1950.0,500.0,9750.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,294,Cinnamon (Daruchini) 50g Pack,Spices,1,88.0,98.0,10.0,98.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,309,Lexus Biscuit 200g Pack,Snacks,4,38.0,42.0,16.0,168.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,215,Sattu Powder 500g Pack,Flour,5,68.0,75.0,35.0,375.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,292,Black Pepper Whole 50g Pack,Spices,4,118.0,128.0,40.0,512.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,245,Duck Eggs (Dozen),Eggs,1,165.0,180.0,15.0,180.0,dozen,2,0,5,28,2025,none,0,10
2025-05-28,362,Radhuni Chili Sauce 340g Bottle,Condiments,1,108.0,115.0,7.0,115.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,346,Fresh Brown Bread 400g Loaf,Bakery,2,49.0,55.0,12.0,110.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,260,Ginger Loose,Vegetables,6,210.0,220.0,60.0,1320.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,245,Duck Eggs (Dozen),Eggs,4,165.0,180.0,60.0,720.0,dozen,2,0,5,28,2025,none,0,10
2025-05-28,262,Tomato Loose,Vegetables,3,80.0,85.0,15.0,255.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,290,Radhuni Salt 1kg Pack,Spices,4,32.0,35.0,12.0,140.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,347,Sandwich Bread 350g Loaf,Bakery,4,47.0,52.0,20.0,208.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,234,Teer Sugar 1kg Pack,Sugar,6,82.0,88.0,36.0,528.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,367,Maggi Masala-ae-Magic 6g Sachet,Condiments,6,5.0,6.0,6.0,36.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,260,Ginger Loose,Vegetables,2,210.0,220.0,20.0,440.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,279,Radhuni Turmeric Powder 200g Pack,Spices,2,135.0,148.0,26.0,296.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,333,Fresh Milk 500ml Bottle,Dairy,1,48.0,52.0,4.0,52.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,341,ACI Pure Paneer 200g Pack,Dairy,5,158.0,165.0,35.0,825.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,267,Cauliflower Loose,Vegetables,1,48.0,52.0,4.0,52.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,301,Mustard Seeds 100g Pack,Spices,4,68.0,75.0,28.0,300.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,260,Ginger Loose,Vegetables,3,210.0,220.0,30.0,660.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,346,Fresh Brown Bread 400g Loaf,Bakery,1,49.0,55.0,6.0,55.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,272,Spinach (Pui Shak) Loose,Vegetables,5,35.0,38.0,15.0,190.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,215,Sattu Powder 500g Pack,Flour,4,68.0,75.0,28.0,300.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,344,Dano Milk Powder 350g Pack,Dairy,4,325.0,348.0,92.0,1392.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,249,Mutton (Goat),Meat,6,1050.0,1100.0,300.0,6600.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,262,Tomato Loose,Vegetables,2,80.0,85.0,10.0,170.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,228,Pusti Soyabean Oil 1L Bottle,Oil,1,172.0,187.0,15.0,187.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,324,Mojo 250ml Bottle,Beverages,4,22.0,25.0,12.0,100.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,365,Pran Fried Onion 200g Pack,Condiments,3,135.0,145.0,30.0,435.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,326,Red Bull Energy Drink 250ml,Beverages,5,175.0,195.0,100.0,975.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,369,Pran Moong Dal Loose,Pulses,5,140.0,148.0,40.0,740.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,311,Potato Chips 100g Pack,Snacks,3,38.0,42.0,12.0,126.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,198,Katari Bhog Rice Loose,Rice,4,155.0,170.0,60.0,680.0,kg,2,0,5,28,2025,none,0,10
2025-05-28,218,Teer Soyabean Oil 5L Bottle,Oil,6,875.0,945.0,420.0,5670.0,pcs,2,0,5,28,2025,none,0,10
2025-05-28,310,Danish Butter Cookies 250g,Snacks,2,185.0,205.0,40.0,410.0,pcs,2,0,5,28,2025,none,0,10
2025-05-29,306,Fresh Toast Biscuit 300g Pack,Snacks,5,58.0,65.0,35.0,325.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,234,Teer Sugar 1kg Pack,Sugar,4,82.0,88.0,24.0,352.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,310,Danish Butter Cookies 250g,Snacks,2,185.0,205.0,40.0,410.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,266,Cabbage Loose,Vegetables,2,36.0,40.0,8.0,80.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,375,ACI Pure Honey 250g Bottle,Condiments,3,272.0,285.0,39.0,855.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,363,Pran Mixed Pickles 400g Jar,Condiments,5,155.0,165.0,50.0,825.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,210,Brown Atta (Whole Wheat) Loose,Flour,6,82.0,90.0,48.0,540.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,316,Pran Orange Juice 250ml Bottle,Beverages,1,31.0,35.0,4.0,35.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,378,Tapal Tea 190g Pack,Beverages,4,108.0,118.0,40.0,472.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,233,Meghna Sugar 1kg Pack,Sugar,4,83.0,89.0,24.0,356.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,223,Fresh Soyabean Oil 5L Bottle,Oil,3,862.0,925.0,189.0,2775.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,367,Maggi Masala-ae-Magic 6g Sachet,Condiments,5,5.0,6.0,5.0,30.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,340,Pran Yogurt 500g Tub,Dairy,1,88.0,95.0,7.0,95.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,288,BD Salt 1kg Pack,Spices,4,32.0,35.0,12.0,140.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,328,Fresh Drinking Water 1L,Beverages,4,18.0,20.0,8.0,80.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,366,Radhuni Chaat Masala 50g Pack,Condiments,6,58.0,65.0,42.0,390.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,321,Sprite 1L Bottle,Beverages,1,78.0,85.0,7.0,85.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,207,Fresh Atta 1kg Pack,Flour,5,63.0,70.0,35.0,350.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,359,Pran Tomato Ketchup 340g Bottle,Condiments,1,115.0,125.0,10.0,125.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,245,Duck Eggs (Dozen),Eggs,5,165.0,180.0,75.0,900.0,dozen,3,0,5,29,2025,none,0,9
2025-05-29,284,Radhuni Garam Masala 50g Pack,Spices,3,82.0,90.0,24.0,270.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,197,Atap Rice (Brown) Loose,Rice,5,80.0,88.0,40.0,440.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,263,Eggplant (Begun) Loose,Vegetables,6,52.0,55.0,18.0,330.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,274,Cucumber Loose,Vegetables,5,45.0,48.0,15.0,240.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,215,Sattu Powder 500g Pack,Flour,1,68.0,75.0,7.0,75.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,355,Maggi Noodles 4-Pack,Noodles,4,88.0,95.0,28.0,380.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,364,Pran Mango Pickles 400g Jar,Condiments,6,148.0,158.0,60.0,948.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,277,Pran Masala Powder 200g Pack,Spices,5,155.0,168.0,65.0,840.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,339,Pran Yogurt 80g Cup,Dairy,1,16.0,18.0,2.0,18.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,274,Cucumber Loose,Vegetables,6,45.0,48.0,18.0,288.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,333,Fresh Milk 500ml Bottle,Dairy,3,48.0,52.0,12.0,156.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,358,Pran Tamarind Chutney 200g Bottle,Condiments,3,178.0,190.0,36.0,570.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,320,Sprite 250ml Bottle,Beverages,6,22.0,25.0,18.0,150.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,213,Besan (Gram Flour) Loose,Flour,5,108.0,120.0,60.0,600.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,346,Fresh Brown Bread 400g Loaf,Bakery,6,49.0,55.0,36.0,330.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,285,Radhuni Meat Curry Masala 100g Pack,Spices,3,82.0,88.0,18.0,264.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,237,Icing Sugar 200g Pack,Sugar,2,52.0,58.0,12.0,116.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,205,Teer Atta 1kg Pack,Flour,1,65.0,72.0,7.0,72.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,193,BR-28 Rice Loose,Rice,6,60.0,65.0,30.0,390.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,294,Cinnamon (Daruchini) 50g Pack,Spices,5,88.0,98.0,50.0,490.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,257,Potato Loose,Vegetables,4,38.0,41.0,12.0,164.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,358,Pran Tamarind Chutney 200g Bottle,Condiments,3,178.0,190.0,36.0,570.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,207,Fresh Atta 1kg Pack,Flour,3,63.0,70.0,21.0,210.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,287,Radhuni Fish Curry Masala 100g Pack,Spices,2,80.0,88.0,16.0,176.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,335,Pran Ghee 500g Jar,Dairy,1,812.0,850.0,38.0,850.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,295,Clove (Lobongo) 25g Pack,Spices,4,105.0,118.0,52.0,472.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,345,Fresh Bread 400g Loaf,Bakery,5,43.0,48.0,25.0,240.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,238,Molasses (Gur) 500g,Sugar,4,48.0,55.0,28.0,220.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,231,Pran Sugar 1kg Pack,Sugar,5,82.0,88.0,30.0,440.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,286,Radhuni Biryani Masala 100g Pack,Spices,2,85.0,92.0,14.0,184.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,253,Pangash Fish Frozen,Fish,4,225.0,240.0,60.0,960.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,203,ACI Pure Atta 2kg Pack,Flour,1,128.0,140.0,12.0,140.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,208,Fresh Atta 5kg Pack,Flour,4,308.0,340.0,128.0,1360.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,232,Fresh Sugar 1kg Pack,Sugar,3,81.0,87.0,18.0,261.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,235,Brown Sugar 500g Pack,Sugar,2,68.0,75.0,14.0,150.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,341,ACI Pure Paneer 200g Pack,Dairy,2,158.0,165.0,14.0,330.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,291,Black Pepper Powder 50g Pack,Spices,5,112.0,120.0,40.0,600.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,350,Cake Rusk 300g Pack,Bakery,2,68.0,75.0,14.0,150.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,374,ACI Pure Dal Loose,Pulses,2,145.0,155.0,20.0,310.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,351,ACI Vermicelli 200g Pack,Noodles,6,50.0,55.0,30.0,330.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,301,Mustard Seeds 100g Pack,Spices,6,68.0,75.0,42.0,450.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,259,Garlic Loose,Vegetables,4,172.0,180.0,32.0,720.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,369,Pran Moong Dal Loose,Pulses,1,140.0,148.0,8.0,148.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,353,Fresh Vermicelli 200g Pack,Noodles,4,48.0,52.0,16.0,208.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,255,Ilish (Hilsa) Dried,Fish,4,1850.0,1950.0,400.0,7800.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,219,Rupchanda Soyabean Oil 1L Bottle,Oil,3,175.0,189.0,42.0,567.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,285,Radhuni Meat Curry Masala 100g Pack,Spices,2,82.0,88.0,12.0,176.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,193,BR-28 Rice Loose,Rice,5,60.0,65.0,25.0,325.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,293,Cardamom (Elachi) 20g Pack,Spices,1,195.0,215.0,20.0,215.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,290,Radhuni Salt 1kg Pack,Spices,5,32.0,35.0,15.0,175.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,254,Shrimp (Chingri) Frozen,Fish,4,625.0,660.0,140.0,2640.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,261,Green Chili Loose,Vegetables,2,115.0,120.0,10.0,240.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,339,Pran Yogurt 80g Cup,Dairy,4,16.0,18.0,8.0,72.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,352,ACI Vermicelli 500g Pack,Noodles,4,125.0,135.0,40.0,540.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,248,Local Beef,Meat,3,720.0,750.0,90.0,2250.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,283,Radhuni Coriander Powder 100g Pack,Spices,5,60.0,65.0,25.0,325.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,225,Radhuni Mustard Oil 500ml Bottle,Oil,4,91.0,98.0,28.0,392.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,191,Miniket Rice (BRRI-28) Loose,Rice,2,72.0,78.0,12.0,156.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,282,Radhuni Cumin Powder 100g Pack,Spices,5,88.0,95.0,35.0,475.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,205,Teer Atta 1kg Pack,Flour,4,65.0,72.0,28.0,288.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,380,Fresh Ghee 1kg Jar,Dairy,6,1625.0,1700.0,450.0,10200.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,309,Lexus Biscuit 200g Pack,Snacks,5,38.0,42.0,20.0,210.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,329,ACI Pure Milk 1L Bottle,Dairy,5,102.0,110.0,40.0,550.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,232,Fresh Sugar 1kg Pack,Sugar,6,81.0,87.0,36.0,522.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,355,Maggi Noodles 4-Pack,Noodles,1,88.0,95.0,7.0,95.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,204,ACI Pure Atta 5kg Pack,Flour,5,318.0,350.0,160.0,1750.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,367,Maggi Masala-ae-Magic 6g Sachet,Condiments,6,5.0,6.0,6.0,36.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,373,Motor Dal (Peas) Loose,Pulses,3,108.0,118.0,30.0,354.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,244,Country Eggs (Dozen),Eggs,6,158.0,170.0,72.0,1020.0,dozen,3,0,5,29,2025,none,0,9
2025-05-29,288,BD Salt 1kg Pack,Spices,3,32.0,35.0,9.0,105.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,271,Ladies Finger (Dherosh) Loose,Vegetables,5,68.0,72.0,20.0,360.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,276,Pran Masala Powder 100g Pack,Spices,2,78.0,85.0,14.0,170.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,313,Lays Chips 50g Pack,Snacks,5,22.0,25.0,15.0,125.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,344,Dano Milk Powder 350g Pack,Dairy,1,325.0,348.0,23.0,348.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,205,Teer Atta 1kg Pack,Flour,3,65.0,72.0,21.0,216.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,290,Radhuni Salt 1kg Pack,Spices,4,32.0,35.0,12.0,140.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,311,Potato Chips 100g Pack,Snacks,5,38.0,42.0,20.0,210.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,349,Pizza Base 3pcs Pack,Bakery,5,95.0,108.0,65.0,540.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,376,Sundarbans Honey 500g Bottle,Condiments,4,545.0,580.0,140.0,2320.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,271,Ladies Finger (Dherosh) Loose,Vegetables,4,68.0,72.0,16.0,288.0,kg,3,0,5,29,2025,none,0,9
2025-05-29,317,Coca Cola 250ml Bottle,Beverages,5,22.0,25.0,15.0,125.0,pcs,3,0,5,29,2025,none,0,9
2025-05-29,368,Teer Dal (Lentils) Loose,Pulses,6,128.0,135.0,42.0,810.0,kg,3,0,5,29,2025,none,0,9
2025-05-30,378,Tapal Tea 190g Pack,Beverages,1,108.0,118.0,10.0,118.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,230,Fresh Soyabean Oil Loose,Oil,1,178.0,190.0,12.0,190.0,liter,4,1,5,30,2025,none,0,8
2025-05-30,330,Milk Vita 500ml Pack,Dairy,5,52.0,56.0,20.0,280.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,241,Farm Fresh Eggs Brown (Dozen),Eggs,2,145.0,155.0,20.0,310.0,dozen,4,1,5,30,2025,none,0,8
2025-05-30,375,ACI Pure Honey 250g Bottle,Condiments,3,272.0,285.0,39.0,855.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,242,Kazi Farms Eggs (Dozen),Eggs,4,138.0,148.0,40.0,592.0,dozen,4,1,5,30,2025,none,0,8
2025-05-30,289,ACI Salt 1kg Pack,Spices,5,33.0,36.0,15.0,180.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,239,Date Sugar 250g Pack,Sugar,6,125.0,138.0,78.0,828.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,360,Radhuni BBQ Sauce 340g Bottle,Condiments,6,125.0,135.0,60.0,810.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,293,Cardamom (Elachi) 20g Pack,Spices,2,195.0,215.0,40.0,430.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,268,Carrot Loose,Vegetables,4,58.0,62.0,16.0,248.0,kg,4,1,5,30,2025,none,0,8
2025-05-30,288,BD Salt 1kg Pack,Spices,6,32.0,35.0,18.0,210.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,326,Red Bull Energy Drink 250ml,Beverages,5,175.0,195.0,100.0,975.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,278,Radhuni Turmeric Powder 100g Pack,Spices,6,68.0,75.0,42.0,450.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,231,Pran Sugar 1kg Pack,Sugar,4,82.0,88.0,24.0,352.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,327,Tiger Energy Drink 250ml,Beverages,1,68.0,75.0,7.0,75.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,285,Radhuni Meat Curry Masala 100g Pack,Spices,5,82.0,88.0,30.0,440.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,325,7UP 250ml Bottle,Beverages,2,22.0,25.0,6.0,50.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,309,Lexus Biscuit 200g Pack,Snacks,3,38.0,42.0,12.0,126.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,220,Rupchanda Soyabean Oil 2L Bottle,Oil,6,350.0,378.0,168.0,2268.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,224,Radhuni Mustard Oil 1L Bottle,Oil,1,182.0,195.0,13.0,195.0,pcs,4,1,5,30,2025,none,0,8
2025-05-30,285,Radhuni Meat Curry Masala 100g Pack,Spices,2,82.0,88.0,12.0,176.0,pcs,4,1,5,30,2025,none,0,8
